t_us,volt
2738.0,2.939812
2740.0,2.963982
2742.0,3.001849
2744.0,3.024408
2746.0,3.054218
2748.001,3.071943
2750.0,3.095357
2752.001,3.109054
2754.0,3.125167
2756.0,3.133224
2758.0,3.153366
2760.0,3.166257
2762.0,3.179147
2764.001,3.191233
2766.0,3.200901
2768.001,3.208958
2770.0,3.212986
2772.0,3.2291
2774.0,3.233128
2776.0,3.237962
2778.001,3.244408
2780.001,3.250854
2782.0,3.24602
2784.001,3.256493
2786.0,3.262133
2788.001,3.284691
2790.0,3.2709952
2792.0,3.26455
2794.001,3.275829
2796.0,3.27744
2798.0,3.2709952
2800.0,3.281469
2802.0,3.291942
2804.0,3.286303
2806.0,3.28872
2808.0,3.290331
2810.001,3.290331
2812.0,3.284691
2814.001,2.9962092
2816.0,2.731897
2818.0,2.4941716
2820.0,2.2782008
2822.0,2.083176
2824.0,1.893792
2826.001,1.7374404
2828.0,1.589146
2830.001,1.4570148
2832.0,1.331279
2834.001,1.2152116
2836.0,1.1112796
2838.0,1.0185764
2840.001,0.9251178
2842.001,0.8509956
2844.0,0.7800456
2846.001,0.7236482
2848.0,0.6527486
2850.001,0.6019408
2852.0,0.5455436
2854.0,0.5028428
2856.001,0.4657815
2858.0,0.4222749
2860.0,0.3859692
2862.0,0.3553536
2864.0,0.3263492
2866.0,0.2908994
2868.0,0.2715632
2870.0,0.2538384
2872.001,0.2127489
2874.0,0.2127489
2876.001,0.19336224
2878.0,0.16999768
2880.0,0.16355224
2882.0,0.13696492
2884.0,0.13374224
2886.0,0.1289082
2888.001,0.1127947
2890.0,0.1039322
2892.001,0.09990386
2894.0,0.09668114
2896.001,0.084596
2898.0,0.07815058
2900.0,0.0708995
2902.001,0.06687112
2904.001,0.06203707
2906.0,0.05236894
2908.001,0.0507576
2910.0,0.0507576
2912.001,0.04350652
2914.0,0.04350652
2916.0,0.04189516
2918.001,0.03867246
2920.0,0.03303272
2922.0,0.03222704
2924.0,0.0306157
2926.0,0.029004348
2928.0,0.02739299
2930.0,0.02417028
2932.0,0.024975968
2934.001,0.023364616
2936.0,0.1981963
2938.001,0.4657815
2940.0,0.709952
2942.0,0.9355914
2944.0,1.143506
2946.0,1.3304736
2948.0,1.510995
2950.001,1.656873
2952.0,1.798673
2954.001,1.9227964
2956.0,2.042842
2958.001,2.155687
2960.0,2.253174
2962.0,2.34346
2964.001,2.424029
2966.001,2.499812
2968.0,2.5691
2970.001,2.628721
2972.0,2.685168
2974.001,2.735119
2976.0,2.790712
2978.0,2.835024
2980.001,2.874502
2982.0,2.910001
2984.0,2.939812
2986.0,2.973649
2988.0,3.005877
2990.0,3.029242
2992.0,3.050995
2994.0,3.073554
2996.001,3.09289
2998.0,3.110665
3000.001,3.125973
3002.0,3.143698
3004.0,3.156589
3006.0,3.170286
3008.0,3.178342
3010.0,3.190427
3012.001,3.19929
3014.0,3.21057
3016.001,3.219431
3018.0,3.226683
3020.001,3.232322
3022.0,3.239573
3024.0,3.244408
3026.001,3.248436
3028.001,3.2532708
3030.0,3.252465
3032.001,3.262939
3034.0,3.266161
3036.001,3.263744
3038.0,3.272606
3040.0,3.274218
3042.001,3.261327
3044.0,3.280663
3046.0,3.28308
3048.0,3.285497
3050.0,3.28872
3052.0,3.291137
3054.0,3.298388
3056.0,3.291137
3058.001,3.24602
3060.0,2.958342
3062.001,2.702892
3064.0,2.469951
3066.0,2.254786
3068.0,2.059761
3070.0,1.8841236
3072.0,1.7229384
3074.001,1.5706156
3076.0,1.443268
3078.001,1.3167776
3080.0,1.203932
3082.001,1.0975824
3084.0,1.0081024
3086.0,0.9227008
3088.001,0.8437442
3090.001,0.771989
3092.0,0.7091464
3094.001,0.6366352
3096.0,0.5922728
3098.001,0.5431264
3100.0,0.4955916
3102.0,0.4569191
3104.001,0.4190522
3106.0,0.3891919
3108.0,0.3497138
3110.0,0.3199038
3112.0,0.2900938
3114.0,0.2691461
3116.0,0.24497592
3118.0,0.23127948
3120.001,0.2079148
3122.0,0.196585
3124.001,0.1772488
3126.0,0.1675806
3128.0,0.15227284
3130.0,0.13374224
3132.0,0.1264912
3134.0,0.1127947
3136.001,0.11037764
3138.0,0.0974868
3140.001,0.08943008
3142.0,0.08701304
3144.001,0.07976194
3146.0,0.0708995
3148.0,0.0644541
3150.001,0.0612314
3152.001,0.05639736
3154.0,0.0507576
3156.001,0.06284276
3158.0,0.0443122
3160.001,0.04350652
3162.0,0.03786679
3164.0,0.03544975
3166.001,0.03222704
3168.0,0.03222704
3170.001,0.03303272
3172.0,0.006445408
3174.0,0.02739299
3176.0,0.02417028
3178.0,0.023364616
3180.0,0.023364616
3182.001,0.2304737
3184.0,0.5044542
3186.001,0.74379
3188.0,0.96379
3190.0,1.1676768
3192.0,1.3538376
3194.0,1.516635
3196.0,1.6770144
3198.001,1.8139804
3200.0,1.9389096
3202.001,2.057345
3204.0,2.162134
3206.001,2.265259
3208.0,2.353934
3210.0,2.43289
3212.001,2.507868
3214.001,2.575546
3216.0,2.639194
3218.001,2.70692
3220.0,2.747204
3222.001,2.797157
3224.0,2.838247
3226.0,2.877724
3228.001,2.9140292
3230.0,2.947869
3232.001,2.979289
3234.0,3.006683
3236.0,3.031659
3238.0,3.055024
3240.0,3.075165
3242.0,3.096163
3244.001,3.125167
3246.0,3.130001
3248.001,3.144504
3250.0,3.158201
3252.0,3.172702
3254.0,3.180759
3256.0,3.193651
3258.0,3.201707
3260.001,3.2121808
3262.0,3.220237
3264.001,3.225877
3266.0,3.255687
3268.001,3.238768
3270.0,3.238768
3272.0,3.257299
3274.001,3.254882
3276.001,3.260521
3278.0,3.26455
3280.001,3.27019
3282.0,3.27019
3284.001,3.27019
3286.0,3.275829
3288.0,3.279052
3290.001,3.282275
3292.001,3.281469
3294.001,3.286303
3296.0,3.287109
3298.0,3.287109
3300.0,3.289525
3302.0,3.291137
3304.0,3.212986
3306.001,2.925309
3308.0,2.673032
3310.001,2.442559
3312.0,2.230616
3314.0,2.036397
3316.0,1.867205
3318.0,1.7036024
3320.0,1.559336
3322.001,1.4239324
3324.0,1.302275
3326.001,1.191041
3328.0,1.0871092
3330.001,1.0040744
3332.0,0.9114214
3334.0,0.834076
3336.001,0.764738
3338.001,0.6986724
3340.0,0.642275
3342.001,0.5858272
3344.0,0.5390978
3346.001,0.4915632
3348.0,0.4504738
3350.0,0.4126069
3352.001,0.3771068
3354.001,0.3456854
3356.001,0.3182924
3358.0,0.3037904
3360.0,0.2675348
3362.0,0.24497592
3364.0,0.199002
3366.0,0.2030304
3368.001,0.1893339
3370.0,0.1740261
3372.001,0.15952384
3374.0,0.13051952
3376.0,0.13615924
3378.0,0.1264912
3380.0,0.1152117
3382.0,0.10554354
3384.001,0.0982925
3386.0,0.09023572
3388.001,0.082179
3390.0,0.07492788
3392.001,0.07412224
3394.0,0.0612314
3396.0,0.0604257
3398.001,0.05317464
3400.001,0.05156327
3402.0,0.04834056
3404.001,0.04511786
3406.0,0.04270084
3408.001,0.0410895
3410.0,0.03544975
3412.0,0.02417028
3414.001,0.03142138
3416.001,0.029004348
3418.001,0.02819868
3420.0,0.02094758
3422.0,0.017724876
3424.0,0.023364616
3426.0,0.016919208
3428.0,0.2675348
3430.001,0.534264
3432.0,0.7736002
3434.001,0.9879604
3436.0,1.1934584
3438.0,1.3723684
3440.0,1.532749
3442.0,1.6915168
3444.0,1.8284824
3446.001,1.957441
3448.0,2.0743132
3450.001,2.180663
3452.0,2.275783
3454.001,2.360379
3456.0,2.4433648
3458.0,2.518341
3460.001,2.586019
3462.001,2.646445
3464.0,2.702892
3466.001,2.75365
3468.0,2.809242
3470.001,2.839858
3472.0,2.8955
3474.0,2.92128
3476.001,2.9551192
3478.001,2.984124
3480.001,3.013129
3482.0,3.0372992
3484.0,3.062274
3486.0,3.075971
3488.0,3.092084
3490.0,3.117111
3492.001,3.131612
3494.0,3.147726
3496.001,3.161423
3498.0,3.173508
3500.0,3.186399
3502.0,3.194456
3504.0,3.203318
3506.0,3.213792
3508.001,3.221849
3510.0,3.2299052
3512.001,3.23635
3514.0,3.241185
3516.001,3.2476308
3518.0,3.251659
3520.0,3.256493
3522.001,3.257299
3524.001,3.26455
3526.0,3.268578
3528.001,3.2718
3530.0,3.2718
3532.001,3.27744
3534.0,3.280663
3536.0,3.279857
3538.001,3.28308
3540.001,3.289525
3542.001,3.287914
3544.001,3.289525
3546.0,3.281469
3548.0,3.292748
3550.0,3.16948
3552.0,2.8955
3554.001,2.641611
3556.0,2.415165
3558.001,2.215308
3560.0,2.013033
3562.0,1.846207
3564.0,1.678626
3566.0,1.539194
3568.001,1.411847
3570.001,1.2885788
3572.0,1.194264
3574.001,1.075829
3576.0,0.9871548
3578.001,0.89853
3580.0,0.8227464
3582.0,0.7550696
3584.001,0.6881984
3586.001,0.6326068
3588.0,0.5801876
3590.001,0.534264
3592.0,0.4859233
3594.001,0.4488622
3596.0,0.4093339
3598.0,0.371467
3600.001,0.344074
3602.001,0.314264
3604.001,0.286871
3606.001,0.2643122
3608.0,0.24255884
3610.0,0.2256398
3612.0,0.2054474
3614.0,0.1885282
3616.001,0.1828885
3618.0,0.15952384
3620.001,0.14985576
3622.0,0.13374224
3624.0,0.1224628
3626.0,0.11037764
3628.0,0.10554354
3630.001,0.09990386
3632.001,0.08943008
3634.0,0.07976194
3636.001,0.0773449
3638.0,0.07573358
3640.001,0.0636484
3642.0,0.05800869
3644.0,0.04995193
3646.001,0.05156327
3648.001,0.0475349
3650.0,0.0443122
3652.001,0.04189516
3654.0,0.03867246
3656.001,0.03625542
3658.0,0.03544975
3660.001,0.029004348
3662.001,0.0306157
3664.001,0.02819868
3666.001,0.029004348
3668.001,0.02417028
3670.0,0.023364616
3672.0,0.014502172
3674.0,0.2965392
3676.0,0.561657
3678.001,0.8026046
3680.0,1.0185764
3682.001,1.222463
3684.0,1.3941224
3686.0,1.559336
3688.0,1.6899052
3690.0,1.8470128
3692.001,1.971137
3694.001,2.100095
3696.0,2.19436
3698.001,2.29512
3700.0,2.37327
3702.001,2.453032
3704.0,2.526399
3706.0,2.589242
3708.001,2.660947
3710.001,2.708532
3712.0,2.758484
3714.001,2.805213
3716.0,2.846303
3718.001,2.886587
3720.0,2.9373948
3722.001,2.9551192
3724.001,2.985735
3726.001,3.013129
3728.001,3.0372992
3730.001,3.055024
3732.0,3.080805
3734.0,3.096163
3736.0,3.119527
3738.0,3.134835
3740.001,3.144504
3742.0,3.163034
3744.001,3.175119
3746.0,3.185593
3748.0,3.195261
3750.0,3.203318
3752.0,3.213792
3754.001,3.221849
3756.001,3.233128
3758.0,3.233128
3760.001,3.241185
3762.0,3.246826
3764.001,3.250048
3766.0,3.255687
3768.0,3.258911
3770.001,3.265355
3772.001,3.266967
3774.0,3.27019
3776.001,3.273412
3778.0,3.275024
3780.001,3.27744
3782.0,3.276635
3784.001,3.286303
3786.001,3.286303
3788.001,3.287914
3790.001,3.295165
3792.001,3.289525
3794.0,3.285497
3796.001,3.13967
3798.0,2.860805
3800.0,2.612606
3802.001,2.390995
3804.0,2.180663
3806.001,1.991279
3808.0,1.8300936
3810.0,1.6657352
3812.0,1.514218
3814.0,1.3957336
3816.001,1.274076
3818.001,1.1700936
3820.0,1.062133
3822.001,0.9742638
3824.0,0.892085
3826.001,0.8163012
3828.0,0.7486244
3830.0,0.6849756
3832.001,0.6261614
3834.001,0.573742
3836.0,0.5254014
3838.001,0.481895
3840.0,0.442417
3842.001,0.4020827
3844.0,0.3819409
3846.001,0.3472969
3848.001,0.3110413
3850.001,0.284454
3852.001,0.2602838
3854.001,0.24255884
3856.0,0.22080568
3858.001,0.2030304
3860.0,0.1853055
3862.0,0.171609
3864.001,0.15630116
3866.0,0.1474387
3868.001,0.13293656
3870.0,0.1192401
3872.0,0.1127947
3874.0,0.1039322
3876.0,0.0886244
3878.001,0.08701304
3880.001,0.0813733
3882.0,0.07251084
3884.001,0.07170516
3886.0,0.0644541
3888.001,0.06928818
3890.0,0.05478598
3892.0,0.03706112
3894.001,0.0475349
3896.001,0.0507576
3898.0,0.03544975
3900.001,0.03867246
3902.0,0.03786679
3904.001,0.03383841
3906.0,0.03142138
3908.001,0.029004348
3910.0,0.02739299
3912.001,0.03625542
3914.001,0.02417028
3916.002,0.023364616
3917.999,0.04995193
3920.001,0.3368229
3922.0,0.5963012
3924.002,0.829242
3926.001,1.041185
3928.0,1.237821
3930.002,1.4094296
3932.001,1.5754496
3934.0,1.726161
3936.0,1.863982
3938.001,1.971943
3940.0,2.100901
3942.0,2.203222
3944.001,2.307205
3946.001,2.383745
3948.0,2.461089
3949.999,2.5352616
3952.001,2.598104
3954.0,2.6593352
3955.999,2.714172
3958.001,2.762513
3960.0,2.810853
3962.002,2.85436
3963.999,2.893888
3966.001,2.930143
3968.0,2.96237
3970.001,2.998626
3972.001,3.017962
3974.0,3.041328
3976.002,3.065498
3978.001,3.083222
3980.0,3.102608
3982.0,3.120333
3984.001,3.1356408
3986.001,3.150144
3988.0,3.162229
3990.001,3.174314
3992.001,3.183175
3994.002,3.196067
3995.999,3.204124
3998.001,3.215403
4000.0,3.220237
4001.999,3.2291
4004.001,3.23474
4006.0,3.241185
4008.002,3.2476308
4009.999,3.252465
4012.0,3.258105
4014.0,3.260521
4016.001,3.266161
4018.0,3.266161
4020.0,3.269384
4022.001,3.272606
4024.001,3.27744
4026.0,3.279857
4028.0,3.282275
4030.001,3.292748
4032.001,3.287109
4034.0,3.290331
4036.001,3.291137
4038.001,3.290331
4040.002,3.295971
4041.999,3.101803
4044.001,2.829383
4046.0,2.583602
4048.002,2.360379
4050.001,2.158104
4052.0,1.971137
4054.002,1.8051184
4056.001,1.6471544
4058.0,1.5061616
4060.0,1.378008
4062.001,1.2579624
4064.001,1.151563
4066.0,1.05327
4068.001,0.9742638
4070.001,0.8824168
4072.0,0.80905
4073.999,0.7341222
4076.001,0.6777246
4078.0,0.6108032
4079.999,0.566491
4082.001,0.5221788
4084.0,0.4714212
4086.002,0.437583
4087.999,0.3988602
4090.001,0.3698557
4092.0,0.3352117
4094.002,0.3182924
4096.0,0.2876767
4098.0,0.257061
4100.002,0.23772484
4102.0,0.2167772
4104.0,0.1957793
4106.0,0.1836942
4108.0,0.1772488
4110.0,0.1611353
4112.0,0.14341032
4114.0,0.1272968
4116.0,0.1208514
4118.002,0.1111833
4119.998,0.11440604
4122.0,0.09345846
4124.0,0.0886244
4126.002,0.082179
4128.0,0.07492788
4130.0,0.06848246
4132.002,0.0644541
4133.998,0.05962004
4136.0,0.05639736
4138.0,0.05156327
4140.002,0.0539803
4142.0,0.04914626
4144.0,0.03786679
4146.002,0.03867246
4148.0,0.03464409
4150.0,0.03303272
4152.0,0.03142138
4154.0,0.029004348
4156.0,0.02739299
4158.0,0.02981002
4160.0,0.024975968
4162.0,0.02255893
4164.002,0.082179
4165.998,0.3666331
4168.0,0.622133
4170.0,0.8526068
4172.002,1.0653556
4174.0,1.26038
4176.0,1.436017
4178.002,1.5980084
4180.0,1.744691
4182.0,1.8768728
4184.0,1.997724
4186.0,2.112181
4188.0,2.216919
4190.0,2.308815
4192.0,2.39583
4194.0,2.478058
4196.0,2.544124
4198.0,2.610189
4200.0,2.66981
4202.0,2.721423
4204.0,2.755261
4206.0,2.814076
4208.0,2.859194
4210.002,2.898722
4211.998,2.931754
4214.0,2.963982
4216.0,2.992987
4218.002,3.017962
4220.0,3.029242
4222.0,3.063886
4224.002,3.086444
4226.0,3.103414
4228.0,3.121945
4230.0,3.140476
4232.0,3.150144
4234.0,3.160617
4236.0,3.175119
4238.0,3.187204
4240.0,3.200096
4242.002,3.207346
4243.998,3.214598
4246.0,3.220237
4248.0,3.2299052
4250.002,3.233128
4252.0,3.243602
4254.0,3.249242
4256.002,3.252465
4257.998,3.259715
4260.0,3.262133
4262.0,3.291137
4264.002,3.268578
4266.0,3.269384
4268.0,3.281469
4270.002,3.27744
4272.0,3.298388
4274.0,3.28308
4276.0,3.284691
4278.0,3.285497
4280.0,3.287914
4282.0,3.282275
4284.0,3.289525
4286.0,3.296776
4288.002,3.067914
4289.998,2.799574
4292.0,2.557015
4294.0,2.336209
4296.002,2.136351
4298.0,1.9469664
4300.0,1.783364
4302.002,1.631041
4304.0,1.490853
4306.0,1.361089
4308.0,1.239432
4310.0,1.138672
4312.0,1.043602
4314.0,0.9525106
4316.0,0.8735546
4318.0,0.7985762
4320.0,0.7341222
4322.0,0.6704736
4324.0,0.5979124
4326.0,0.5608514
4328.0,0.5157336
4330.0,0.4722268
4332.0,0.4319431
4334.002,0.394026
4335.998,0.3617989
4338.0,0.3327946
4340.0,0.307013
4342.002,0.2788144
4344.0,0.257061
4346.0,0.2353078
4348.002,0.21758284
4350.0,0.1998077
4352.0,0.1861112
4354.0,0.1627466
4356.0,0.15307848
4358.0,0.1426047
4360.0,0.12971384
4362.0,0.1208514
4364.0,0.1152117
4366.002,0.10634928
4367.998,0.09345846
4370.0,0.08701304
4372.0,0.07895626
4374.002,0.06203707
4376.0,0.07815058
4378.0,0.05962004
4380.002,0.05639736
4381.998,0.05236894
4384.0,0.05478598
4386.0,0.04592355
4388.002,0.04270084
4390.0,0.03706112
4392.0,0.04189516
4394.002,0.03947813
4396.0,0.03222704
4398.0,0.02981002
4400.0,0.02819868
4402.0,0.02658732
4404.0,0.025781632
4406.0,0.024975968
4408.0,0.024975968
4410.0,0.1208514
4412.002,0.4053056
4413.998,0.6487204
4416.0,0.8727484
4418.0,1.092749
4420.002,1.2861616
4422.0,1.4570148
4424.0,1.6149276
4426.002,1.762417
4428.0,1.895403
4430.0,2.01545
4432.0,2.125072
4434.0,2.228198
4436.0,2.318485
4438.0,2.401469
4440.0,2.47967
4442.0,2.548958
4444.0,2.6182452
4446.0,2.676255
4448.0,2.728674
4450.0,2.774598
4452.0,2.812464
4454.0,2.861611
4456.0,2.901139
4458.002,2.935784
4459.998,2.966399
4462.0,2.9962092
4464.0,3.022796
4466.002,3.046161
4468.0,3.067914
4470.0,3.084028
4472.002,3.108248
4474.0,3.126778
4476.0,3.138058
4478.0,3.152561
4480.0,3.161423
4482.0,3.1767308
4484.0,3.191233
4486.0,3.19929
4488.0,3.209764
4490.002,3.20493
4491.998,3.224265
4494.0,3.225877
4496.0,3.23635
4498.002,3.24199
4500.0,3.2476308
4502.0,3.254076
4504.002,3.256493
4505.998,3.261327
4508.0,3.263744
4510.0,3.260521
4512.002,3.27019
4514.0,3.275024
4516.0,3.278246
4518.002,3.281469
4520.0,3.28308
4522.0,3.28308
4524.0,3.282275
4526.0,3.287914
4528.0,3.289525
4530.0,3.287109
4532.0,3.292748
4534.0,3.034881
4536.002,2.768152
4537.998,2.527205
4540.0,2.294314
4542.0,2.117015
4544.002,1.928436
4546.0,1.7640284
4548.0,1.6141216
4550.002,1.4739344
4552.0,1.3498092
4554.0,1.2321308
4556.0,1.12417
4558.0,1.0306612
4560.0,0.9452594
4562.0,0.8518012
4564.0,0.791325
4566.0,0.7276764
4568.002,0.6648338
4570.0,0.604358
4572.0,0.55924
4574.0,0.5084826
4576.0,0.4673928
4578.0,0.4263034
4580.0,0.3916089
4582.002,0.359382
4583.998,0.329572
4586.0,0.3013732
4588.0,0.2747859
4590.002,0.2546441
4592.0,0.2320851
4594.0,0.21033176
4596.002,0.2054474
4598.0,0.17966576
4600.0,0.16677496
4602.0,0.1546898
4604.0,0.13293656
4606.0,0.12971384
4608.0,0.1208514
4610.0,0.10634928
4612.0,0.1007095
4614.002,0.09345846
4616.0,0.08620734
4618.0,0.07815058
4620.0,0.07815058
4622.002,0.06848246
4624.0,0.06203707
4626.0,0.03464409
4628.002,0.05156327
4630.002,0.0507576
4632.0,0.04834056
4634.0,0.04350652
4636.002,0.05317464
4638.0,0.03706112
4640.0,0.02417028
4642.002,0.03222704
4644.0,0.02981002
4646.0,0.03544975
4648.0,0.02739299
4650.0,0.025781632
4652.0,0.02658732
4654.0,0.02175326
4656.0,0.1579125
4658.0,0.4319431
4660.002,0.6809472
4661.998,0.9041704
4664.0,1.114502
4666.0,1.2966352
4668.002,1.479574
4670.0,1.6342636
4672.0,1.7704736
4674.002,1.909906
4676.0,2.029147
4678.0,2.136351
4680.0,2.237867
4682.0,2.320901
4684.0,2.411943
4686.0,2.487727
4688.0,2.559431
4690.0,2.621469
4692.002,2.690002
4694.0,2.732703
4696.0,2.785072
4698.0,2.824549
4700.0,2.868862
4702.0,2.904362
4704.0,2.941423
4706.002,2.970427
4707.998,2.998626
4710.0,3.0260184
4712.0,3.049384
4714.002,3.070331
4716.0,3.091278
4718.0,3.10986
4720.002,3.118721
4722.0,3.142087
4724.0,3.151755
4726.0,3.167062
4728.0,3.178342
4730.0,3.188815
4732.0,3.200096
4734.0,3.208958
4736.0,3.218626
4738.002,3.22346
4740.0,3.232322
4742.0,3.240379
4744.0,3.246826
4746.002,3.249242
4748.0,3.254076
4750.0,3.256493
4752.002,3.261327
4754.002,3.266161
4756.0,3.27019
4758.0,3.273412
4760.002,3.273412
4762.0,3.27744
4764.0,3.280663
4766.002,3.280663
4768.0,3.284691
4770.0,3.279052
4772.0,3.289525
4774.0,3.291942
4776.0,3.293554
4778.0,3.27019
4780.0,3.001849
4782.0,2.745593
4784.002,2.50384
4785.998,2.273366
4788.0,2.089622
4790.0,1.909906
4792.002,1.745497
4794.0,1.5947852
4796.0,1.467489
4798.002,1.3353072
4800.0,1.21924
4802.0,1.1161132
4804.0,1.0201876
4806.0,0.936397
4808.0,0.8566352
4810.0,0.7824624
4812.002,0.7180086
4814.0,0.6559716
4816.002,0.5954956
4818.0,0.551183
4820.0,0.5084826
4822.0,0.4577248
4824.0,0.4238865
4826.0,0.3875806
4828.0,0.3553536
4830.002,0.3239322
4831.998,0.2965392
4834.0,0.2731746
4836.0,0.2506158
4838.002,0.23127948
4840.0,0.2127489
4842.0,0.196585
4844.002,0.1853055
4846.0,0.16355224
4848.0,0.15146716
4850.0,0.1409933
4852.0,0.1281025
4854.0,0.12568552
4856.0,0.1127947
4858.0,0.09990386
4860.0,0.09023572
4862.002,0.084596
4864.0,0.07976194
4866.0,0.07653924
4868.0,0.06687112
4870.002,0.05317464
4872.0,0.0644541
4874.0,0.05317464
4876.002,0.05478598
4878.002,0.04592355
4880.0,0.04270084
4882.0,0.03947813
4884.002,0.03544975
4886.0,0.03706112
4888.0,0.03222704
4890.002,0.0306157
4892.0,0.017724876
4894.0,0.024975968
4896.0,0.025781632
4898.0,0.023364616
4900.0,0.02255893
4902.0,0.1909453
4904.0,0.4609474
4906.0,0.7083406
4908.002,0.9396196
4909.998,1.141089
4912.0,1.3264452
4914.0,1.4964936
4916.002,1.654456
4918.0,1.807535
4920.0,1.9244076
4922.002,2.042842
4924.0,2.162938
4926.0,2.253174
4928.0,2.340237
4930.0,2.421611
4932.0,2.497394
4934.0,2.578768
4936.002,2.631137
4938.0,2.686778
4940.002,2.744788
4942.0,2.7891
4944.0,2.847915
4946.0,2.876918
4948.0,2.910807
4950.0,2.944646
4952.0,2.969621
4954.002,3.005072
4955.998,3.028436
4958.0,3.053413
4960.0,3.073554
4962.002,3.093696
4964.0,3.10986
4966.0,3.126778
4968.002,3.132418
4970.0,3.153366
4972.0,3.154977
4974.0,3.183175
4976.0,3.192039
4978.0,3.196067
4980.0,3.208958
4982.0,3.217015
4984.0,3.22346
4986.002,3.232322
4988.0,3.237156
4990.0,3.244408
4992.0,3.251659
4994.002,3.250854
4996.0,3.255687
4998.0,3.26455
5000.002,3.265355
5002.002,3.269384
5004.0,3.2718
5006.0,3.275024
5008.002,3.281469
5010.0,3.279052
5012.0,3.28308
5014.002,3.285497
5016.0,3.287914
5018.0,3.28872
5020.0,3.289525
5022.0,3.290331
5024.0,3.249242
5026.0,2.963982
5028.0,2.706115
5030.0,2.465923
5032.002,2.258814
5033.998,2.065452
5036.0,1.895403
5038.0,1.7253552
5040.002,1.565781
5042.0,1.4408516
5044.0,1.3183888
5046.002,1.2047376
5048.0,1.101611
5050.0,1.0105196
5052.0,0.9227008
5054.0,0.8453554
5056.0,0.7736002
5058.0,0.7075348
5060.002,0.6471092
5062.0,0.5971068
5064.002,0.5471548
5066.0,0.4988143
5068.0,0.4569191
5070.0,0.4182466
5072.002,0.3819409
5074.0,0.3513252
5076.0,0.3215152
5078.002,0.2949278
5079.998,0.2659236
5082.0,0.2481986
5084.0,0.2272511
5086.002,0.2079148
5088.0,0.1925566
5090.0,0.1772488
5092.002,0.16355224
5094.0,0.1490501
5096.0,0.1377706
5098.0,0.1281025
5100.0,0.1176287
5102.0,0.10554354
5104.0,0.09909816
5106.0,0.08943008
5108.0,0.08540166
5110.002,0.07895626
5112.0,0.07170516
5114.0,0.0813733
5116.0,0.06203707
5118.002,0.05236894
5120.0,0.05317464
5122.0,0.04914626
5124.002,0.06284276
5126.002,0.04189516
5128.0,0.0539803
5130.0,0.03786679
5132.002,0.03383841
5134.0,0.029004348
5136.0,0.02981002
5138.002,0.02981002
5140.0,0.029004348
5142.0,0.024975968
5144.0,0.02981002
5146.0,0.02175326
5148.0,0.2240283
5150.0,0.4915632
5152.0,0.7381504
5154.0,0.9581504
5156.002,1.1628424
5157.998,1.350615
5160.0,1.516635
5162.0,1.6762088
5164.002,1.811563
5166.0,1.9348816
5168.0,2.054121
5170.002,2.159716
5172.0,2.265259
5174.0,2.351517
5176.0,2.432085
5178.002,2.507062
5180.0,2.575546
5182.0,2.637583
5184.002,2.697253
5186.0,2.746399
5188.002,2.7891
5190.0,2.837441
5192.0,2.876918
5194.0,2.90839
5196.002,2.941423
5198.0,2.975261
5200.0,3.006683
5202.002,3.032464
5203.998,3.054218
5206.0,3.075971
5208.0,3.092084
5210.002,3.111471
5212.0,3.130001
5214.0,3.144504
5216.002,3.157395
5218.0,3.1710908
5220.0,3.1710908
5222.0,3.191233
5224.0,3.19929
5226.0,3.2121808
5228.0,3.219431
5230.0,3.225877
5232.0,3.23474
5234.002,3.237962
5236.0,3.244408
5238.0,3.248436
5240.0,3.258911
5242.002,3.261327
5244.0,3.262939
5246.0,3.269384
5248.002,3.27019
5250.002,3.263744
5252.0,3.2718
5254.0,3.274218
5256.002,3.282275
5258.0,3.28308
5260.0,3.287109
5262.002,3.287914
5264.0,3.291942
5266.0,3.291137
5268.0,3.290331
5270.0,3.220237
5272.0,2.93256
5274.0,2.678672
5276.0,2.445781
5278.0,2.236255
5280.002,2.046065
5281.998,1.868816
5284.0,1.7052136
5286.0,1.563364
5288.002,1.4263492
5290.0,1.3087204
5292.0,1.1926524
5294.002,1.091943
5296.0,0.9968226
5298.0,0.9138382
5300.0,0.8381044
5302.002,0.776823
5304.0,0.7002836
5306.0,0.641469
5308.002,0.5930784
5310.0,0.5390978
5312.002,0.4939802
5314.0,0.4504738
5316.0,0.4150238
5318.0,0.3811353
5320.002,0.3561592
5322.0,0.319098
5324.0,0.2892881
5326.002,0.2675348
5327.998,0.2457816
5330.0,0.2296681
5332.0,0.20630344
5334.002,0.196585
5336.0,0.17966576
5338.0,0.16032952
5340.002,0.1458274
5342.0,0.13696492
5344.0,0.12407414
5346.0,0.1152117
5348.0,0.10554354
5350.0,0.10957196
5352.0,0.08701304
5354.0,0.1015152
5356.0,0.07492788
5358.002,0.07412224
5360.0,0.05720302
5362.0,0.06203707
5364.0,0.05639736
5366.002,0.06928818
5368.0,0.04914626
5370.0,0.0475349
5372.002,0.04511786
5374.002,0.03786679
5376.0,0.03625542
5378.0,0.03544975
5380.002,0.02819868
5382.0,0.0306157
5384.0,0.029004348
5386.002,0.024975968
5388.0,0.025781632
5390.0,0.02255893
5392.0,0.009668114
5394.0,0.259478
5396.0,0.5237902
5398.0,0.7671548
5400.0,0.9863492
5402.0,1.187013
5404.002,1.3699516
5405.998,1.53436
5408.0,1.6899052
