time_s,raw_code,volts
0.0004184,10,0.4
0.0004188,10,0.4
0.0004192,9,0.36
0.0004196,8,0.32
0.00041999999999999996,10,0.4
0.0004204,8,0.32
0.0004208,9,0.36
0.0004212,8,0.32
0.0004216,8,0.32
0.00042199999999999996,8,0.32
0.00042239999999999997,8,0.32
0.0004228,7,0.28
0.0004232,8,0.32
0.0004236,7,0.28
0.000424,7,0.28
0.00042439999999999996,6,0.24
0.00042479999999999997,7,0.28
0.0004252,7,0.28
0.0004256,6,0.24
0.000426,6,0.24
0.00042639999999999996,7,0.28
0.00042679999999999997,6,0.24
0.0004272,6,0.24
0.0004276,5,0.2
0.000428,6,0.24
0.0004284,6,0.24
0.00042879999999999996,6,0.24
0.00042919999999999997,5,0.2
0.0004296,6,0.24
0.00043,5,0.2
0.0004304,6,0.24
0.00043079999999999995,5,0.2
0.00043119999999999996,6,0.24
0.0004316,5,0.2
0.000432,5,0.2
0.0004324,4,0.16
0.0004328,5,0.2
0.00043319999999999996,5,0.2
0.00043359999999999997,5,0.2
0.000434,4,0.16
0.0004344,5,0.2
0.0004348,4,0.16
0.00043519999999999995,4,0.16
0.00043559999999999996,4,0.16
0.00043599999999999997,4,0.16
0.0004364,4,0.16
0.0004368,4,0.16
0.0004372,3,0.12
0.00043759999999999996,4,0.16
0.00043799999999999997,4,0.16
0.0004384,4,0.16
0.0004388,3,0.12
0.0004392,4,0.16
0.0004396,3,0.12
0.00043999999999999996,3,0.12
0.00044039999999999997,3,0.12
0.0004408,3,0.12
0.0004412,3,0.12
0.0004416,4,0.16
0.00044199999999999996,3,0.12
0.00044239999999999997,3,0.12
0.0004428,3,0.12
0.0004432,3,0.12
0.0004436,2,0.08
0.000444,3,0.12
0.00044439999999999996,3,0.12
0.00044479999999999997,3,0.12
0.0004452,2,0.08
0.0004456,3,0.12
0.000446,2,0.08
0.00044639999999999995,3,0.12
0.00044679999999999996,2,0.08
0.0004472,3,0.12
0.0004476,2,0.08
0.000448,2,0.08
0.0004484,2,0.08
0.00044879999999999996,3,0.12
0.00044919999999999997,2,0.08
0.0004496,2,0.08
0.00045,2,0.08
0.0004504,3,0.12
0.00045079999999999995,2,0.08
0.00045119999999999996,2,0.08
0.00045159999999999997,2,0.08
0.000452,2,0.08
0.0004524,2,0.08
0.0004528,2,0.08
0.00045319999999999996,2,0.08
0.00045359999999999997,2,0.08
0.000454,2,0.08
0.0004544,2,0.08
0.0004548,2,0.08
0.0004552,2,0.08
0.00045559999999999996,2,0.08
0.00045599999999999997,2,0.08
0.0004564,2,0.08
0.0004568,2,0.08
0.0004572,2,0.08
0.00045759999999999996,1,0.04
0.00045799999999999997,2,0.08
0.0004584,2,0.08
0.0004588,1,0.04
0.0004592,2,0.08
0.0004596,1,0.04
0.00045999999999999996,2,0.08
0.00046039999999999997,1,0.04
0.0004608,2,0.08
0.0004612,1,0.04
0.0004616,2,0.08
0.00046199999999999995,2,0.08
0.00046239999999999996,2,0.08
0.0004628,1,0.04
0.0004632,2,0.08
0.0004636,1,0.04
0.000464,2,0.08
0.00046439999999999996,1,0.04
0.00046479999999999997,2,0.08
0.0004652,2,0.08
0.0004656,1,0.04
0.000466,1,0.04
0.00046639999999999995,2,0.08
0.00046679999999999996,2,0.08
0.00046719999999999997,1,0.04
0.0004676,1,0.04
0.000468,2,0.08
0.0004684,1,0.04
0.00046879999999999996,1,0.04
0.00046919999999999997,1,0.04
0.0004696,2,0.08
0.00047,1,0.04
0.0004704,1,0.04
0.0004708,1,0.04
0.00047119999999999996,1,0.04
0.00047159999999999997,1,0.04
0.000472,1,0.04
0.0004724,1,0.04
0.0004728,2,0.08
0.00047319999999999996,1,0.04
0.00047359999999999997,1,0.04
0.000474,1,0.04
0.0004744,4,0.16
0.0004748,4,0.16
0.0004752,5,0.2
0.00047559999999999996,6,0.24
0.00047599999999999997,11,0.44
0.0004764,11,0.44
0.0004768,11,0.44
0.0004772,12,0.48
0.00047759999999999995,16,0.64
0.00047799999999999996,16,0.64
0.0004784,17,0.68
0.0004788,18,0.72
0.0004792,21,0.84
0.0004796,22,0.88
0.00047999999999999996,22,0.88
0.00048039999999999997,23,0.92
0.0004808,26,1.04
0.0004812,26,1.04
0.0004816,27,1.08
0.00048199999999999995,27,1.08
0.00048239999999999996,31,1.24
0.00048279999999999997,31,1.24
0.0004832,32,1.28
0.0004836,32,1.28
0.000484,35,1.4
0.00048439999999999996,35,1.4
0.00048479999999999997,35,1.4
0.0004852,36,1.44
0.0004856,38,1.52
0.000486,39,1.56
0.0004864,39,1.56
0.00048679999999999996,39,1.56
0.00048719999999999997,42,1.68
0.0004876,42,1.68
0.000488,43,1.72
0.0004883999999999999,43,1.72
0.0004888,45,1.8
0.0004892,45,1.8
0.0004896,45,1.8
0.00049,46,1.84
0.0004904,48,1.92
0.0004908,48,1.92
0.0004912,48,1.92
0.0004916,49,1.96
0.0004919999999999999,51,2.04
0.0004923999999999999,51,2.04
0.0004927999999999999,51,2.04
0.0004932,51,2.04
0.0004936,53,2.12
0.000494,54,2.16
0.0004944,54,2.16
0.0004948,54,2.16
0.0004952,56,2.24
0.0004956,56,2.24
0.000496,56,2.24
0.0004964,56,2.24
0.0004967999999999999,58,2.32
0.0004971999999999999,58,2.32
0.0004976,59,2.36
0.000498,58,2.32
0.0004984,60,2.4
0.0004988,60,2.4
0.0004992,60,2.4
0.0004996,60,2.4
0.0005,61,2.44
0.0005004,62,2.48
0.0005008,62,2.48
0.0005011999999999999,62,2.48
0.0005015999999999999,63,2.52
0.000502,63,2.52
0.0005024,63,2.52
0.0005028,63,2.52
0.0005032,64,2.56
0.0005036,64,2.56
0.000504,65,2.6
0.0005044,65,2.6
0.0005048,66,2.64
0.0005052,66,2.64
0.0005055999999999999,66,2.64
0.0005059999999999999,66,2.64
0.0005064,67,2.68
0.0005068,67,2.68
0.0005072,67,2.68
0.0005076,67,2.68
0.000508,68,2.72
0.0005084,68,2.72
0.0005088,68,2.72
0.0005092,68,2.72
0.0005096,69,2.76
0.0005099999999999999,70,2.8
0.0005103999999999999,70,2.8
0.0005108,69,2.76
0.0005112,70,2.8
0.0005116,70,2.8
0.000512,70,2.8
0.0005124,70,2.8
0.0005128,71,2.84
0.0005132,71,2.84
0.0005136,71,2.84
0.000514,71,2.84
0.0005143999999999999,73,2.92
0.0005147999999999999,73,2.92
0.0005152,72,2.88
0.0005156,72,2.88
0.000516,73,2.92
0.0005164,73,2.92
0.0005168,73,2.92
0.0005172,73,2.92
0.0005176,74,2.96
0.000518,74,2.96
0.0005184,74,2.96
0.0005187999999999999,74,2.96
0.0005191999999999999,75,3.0
0.0005195999999999999,74,2.96
0.00052,75,3.0
0.0005204,74,2.96
0.0005208,75,3.0
0.0005212,75,3.0
0.0005216,75,3.0
0.000522,75,3.0
0.0005224,76,3.04
0.0005228,75,3.0
0.0005231999999999999,75,3.0
0.0005235999999999999,75,3.0
0.0005239999999999999,76,3.04
0.0005244,76,3.04
0.0005248,76,3.04
0.0005252,76,3.04
0.0005256,77,3.08
0.000526,77,3.08
0.0005264,77,3.08
0.0005268,76,3.04
0.0005272,77,3.08
0.0005275999999999999,77,3.08
0.0005279999999999999,77,3.08
0.0005283999999999999,77,3.08
0.0005288,78,3.12
0.0005292,77,3.08
0.0005296,78,3.12
0.00053,77,3.08
0.0005304,78,3.12
0.0005308,78,3.12
0.0005312,77,3.08
0.0005316,78,3.12
0.000532,78,3.12
0.0005323999999999999,78,3.12
0.0005327999999999999,78,3.12
0.0005332,78,3.12
0.0005336,78,3.12
0.000534,78,3.12
0.0005344,78,3.12
0.0005348,78,3.12
0.0005352,79,3.16
0.0005356,79,3.16
0.000536,79,3.16
0.0005364,78,3.12
0.0005367999999999999,79,3.16
0.0005371999999999999,78,3.12
0.0005376,79,3.16
0.000538,79,3.16
0.0005384,79,3.16
0.0005388,79,3.16
0.0005392,79,3.16
0.0005396,79,3.16
0.00054,79,3.16
0.0005404,79,3.16
0.0005408,79,3.16
0.0005411999999999999,79,3.16
0.0005415999999999999,79,3.16
0.000542,79,3.16
0.0005424,79,3.16
0.0005428,79,3.16
0.0005432,80,3.2
0.0005436,80,3.2
0.000544,79,3.16
0.0005444,79,3.16
0.0005448,80,3.2
0.0005452,80,3.2
0.0005455999999999999,80,3.2
0.0005459999999999999,79,3.16
0.0005463999999999999,80,3.2
0.0005468,80,3.2
0.0005472,80,3.2
0.0005476,80,3.2
0.000548,80,3.2
0.0005484,80,3.2
0.0005488,80,3.2
0.0005492,79,3.16
0.0005496,80,3.2
0.0005499999999999999,80,3.2
0.0005503999999999999,80,3.2
0.0005507999999999999,80,3.2
0.0005512,80,3.2
0.0005516,80,3.2
0.000552,80,3.2
0.0005524,80,3.2
0.0005528,81,3.24
0.0005532,80,3.2
0.0005536,80,3.2
0.000554,80,3.2
0.0005543999999999999,81,3.24
0.0005547999999999999,80,3.2
0.0005551999999999999,80,3.2
0.0005556,80,3.2
0.000556,81,3.24
0.0005564,80,3.2
0.0005568,81,3.24
0.0005572,80,3.2
0.0005576,81,3.24
0.000558,81,3.24
0.0005584,81,3.24
0.0005587999999999999,80,3.2
0.0005591999999999999,81,3.24
0.0005595999999999999,81,3.24
0.00056,80,3.2
0.0005604,80,3.2
0.0005608,81,3.24
0.0005612,81,3.24
0.0005616,81,3.24
0.000562,80,3.2
0.0005624,81,3.24
0.0005628,80,3.2
0.0005632,81,3.24
0.0005635999999999999,80,3.2
0.0005639999999999999,81,3.24
0.0005644,81,3.24
0.0005648,81,3.24
0.0005652,80,3.2
0.0005656,82,3.28
0.000566,81,3.24
0.0005664,81,3.24
0.0005668,81,3.24
0.0005672,82,3.28
0.0005676,81,3.24
0.0005679999999999999,81,3.24
0.0005683999999999999,81,3.24
0.0005688,82,3.28
0.0005692,81,3.24
0.0005696,81,3.24
0.00057,81,3.24
0.0005704,82,3.28
0.0005708,81,3.24
0.0005712,81,3.24
0.0005716,81,3.24
0.000572,82,3.28
0.0005723999999999999,80,3.2
0.0005727999999999999,80,3.2
0.0005732,75,3.0
0.0005736,79,3.16
0.000574,74,2.96
0.0005744,74,2.96
0.0005748,69,2.76
0.0005752,73,2.92
0.0005756,68,2.72
0.000576,68,2.72
0.0005764,63,2.52
0.0005767999999999999,67,2.68
0.0005771999999999999,63,2.52
0.0005775999999999999,62,2.48
0.000578,58,2.32
0.0005784,62,2.48
0.0005788,58,2.32
0.0005792,57,2.28
0.0005796,54,2.16
0.00058,57,2.28
0.0005804,53,2.12
0.0005808,53,2.12
0.0005811999999999999,49,1.96
0.0005815999999999999,52,2.08
0.0005819999999999999,49,1.96
0.0005824,49,1.96
0.0005828,46,1.84
0.0005832,48,1.92
0.0005836,45,1.8
0.000584,45,1.8
0.0005844,42,1.68
0.0005848,44,1.76
0.0005852,41,1.64
0.0005855999999999999,42,1.68
0.0005859999999999999,39,1.56
0.0005863999999999999,41,1.64
0.0005868,38,1.52
0.0005872,38,1.52
0.0005876,35,1.4
0.000588,37,1.48
0.0005884,35,1.4
0.0005888,35,1.4
0.0005892,33,1.32
0.0005896,35,1.4
0.0005899999999999999,32,1.28
0.0005903999999999999,32,1.28
0.0005907999999999999,30,1.2
0.0005912,32,1.28
0.0005916,30,1.2
0.000592,29,1.16
0.0005924,28,1.12
0.0005928,30,1.2
0.0005932,27,1.08
0.0005936,27,1.08
0.000594,25,1.0
0.0005943999999999999,27,1.08
0.0005947999999999999,25,1.0
0.0005951999999999999,25,1.0
0.0005956,24,0.96
0.000596,25,1.0
0.0005964,23,0.92
0.0005968,23,0.92
0.0005972,22,0.88
0.0005976,23,0.92
0.000598,22,0.88
0.0005984,22,0.88
0.0005988,20,0.8
0.0005991999999999999,22,0.88
0.0005995999999999999,20,0.8
0.0006,20,0.8
0.0006004,18,0.72
0.0006008,19,0.76
0.0006012,18,0.72
0.0006016,18,0.72
0.000602,17,0.68
0.0006024,18,0.72
0.0006028,17,0.68
0.0006032,17,0.68
0.0006035999999999999,16,0.64
0.0006039999999999999,17,0.68
0.0006044,16,0.64
0.0006048,15,0.6
0.0006052,15,0.6
0.0006056,15,0.6
0.000606,15,0.6
0.0006064,15,0.6
0.0006068,14,0.56
0.0006072,15,0.6
0.0006076,14,0.56
0.0006079999999999999,13,0.52
0.0006083999999999999,13,0.52
0.0006087999999999999,14,0.56
0.0006092,12,0.48
0.0006096,12,0.48
0.00061,11,0.44
0.0006104,13,0.52
0.0006108,12,0.48
0.0006112,12,0.48
0.0006116,11,0.44
0.000612,11,0.44
0.0006123999999999999,11,0.44
0.0006127999999999999,11,0.44
0.0006131999999999999,10,0.4
0.0006136,11,0.44
0.000614,10,0.4
0.0006144,10,0.4
0.0006148,9,0.36
0.0006152,10,0.4
0.0006156,9,0.36
0.000616,9,0.36
0.0006164,8,0.32
0.0006167999999999999,9,0.36
0.0006171999999999999,8,0.32
0.0006175999999999999,8,0.32
0.000618,7,0.28
0.0006184,9,0.36
0.0006188,8,0.32
0.0006192,7,0.28
0.0006196,7,0.28
0.00062,8,0.32
0.0006204,7,0.28
0.0006208,6,0.24
0.0006211999999999999,6,0.24
0.0006215999999999999,7,0.28
0.0006219999999999999,6,0.24
0.0006224,6,0.24
0.0006228,6,0.24
0.0006232,7,0.28
0.0006236,6,0.24
0.000624,6,0.24
0.0006244,6,0.24
0.0006248,6,0.24
0.0006252,6,0.24
0.0006255999999999999,6,0.24
0.0006259999999999999,5,0.2
0.0006263999999999999,6,0.24
0.0006268,5,0.2
0.0006272,5,0.2
0.0006276,5,0.2
0.000628,5,0.2
0.0006284,5,0.2
0.0006288,4,0.16
0.0006292,4,0.16
0.0006296,5,0.2
0.0006299999999999999,5,0.2
0.0006303999999999999,4,0.16
0.0006307999999999999,4,0.16
0.0006312,5,0.2
0.0006316,4,0.16
0.000632,4,0.16
0.0006324,4,0.16
0.0006328,4,0.16
0.0006332,4,0.16
0.0006336,4,0.16
0.000634,3,0.12
0.0006344,4,0.16
0.0006347999999999999,4,0.16
0.0006351999999999999,3,0.12
0.0006355999999999999,3,0.12
0.000636,4,0.16
0.0006364,4,0.16
0.0006368,4,0.16
0.0006372,3,0.12
0.0006376,4,0.16
0.000638,3,0.12
0.0006384,3,0.12
0.0006388,3,0.12
0.0006391999999999999,3,0.12
0.0006395999999999999,3,0.12
0.0006399999999999999,3,0.12
0.0006404,3,0.12
0.0006408,3,0.12
0.0006412,3,0.12
0.0006416,3,0.12
0.000642,2,0.08
0.0006424,3,0.12
0.0006428,3,0.12
0.0006432,2,0.08
0.0006435999999999999,2,0.08
0.0006439999999999999,3,0.12
0.0006443999999999999,2,0.08
0.0006448,3,0.12
0.0006452,2,0.08
0.0006456,3,0.12
0.000646,2,0.08
0.0006464,2,0.08
0.0006468,2,0.08
0.0006472,2,0.08
0.0006476,2,0.08
0.0006479999999999999,2,0.08
0.0006483999999999999,2,0.08
0.0006487999999999999,2,0.08
0.0006492,2,0.08
0.0006496,2,0.08
0.00065,2,0.08
0.0006504,2,0.08
0.0006508,2,0.08
0.0006512,2,0.08
0.0006516,2,0.08
0.000652,2,0.08
0.0006523999999999999,2,0.08
0.0006527999999999999,2,0.08
0.0006531999999999999,2,0.08
0.0006536,2,0.08
0.000654,1,0.04
0.0006544,2,0.08
0.0006548,1,0.04
0.0006552,2,0.08
0.0006556,2,0.08
0.000656,2,0.08
0.0006564,2,0.08
0.0006567999999999999,2,0.08
0.0006571999999999999,2,0.08
0.0006575999999999999,2,0.08
0.000658,1,0.04
0.0006584,2,0.08
0.0006588,2,0.08
0.0006592,2,0.08
0.0006596,1,0.04
0.00066,2,0.08
0.0006604,1,0.04
0.0006608,2,0.08
0.0006611999999999999,1,0.04
0.0006615999999999999,2,0.08
0.0006619999999999999,1,0.04
0.0006624,2,0.08
0.0006628,1,0.04
0.0006632,2,0.08
0.0006636,0,0.0
0.000664,1,0.04
0.0006644,1,0.04
0.0006648,2,0.08
0.0006652,1,0.04
0.0006655999999999999,2,0.08
0.0006659999999999999,1,0.04
0.0006663999999999999,2,0.08
0.0006667999999999999,2,0.08
0.0006672,1,0.04
0.0006676,1,0.04
0.000668,1,0.04
0.0006684,1,0.04
0.0006688,0,0.0
0.0006692,1,0.04
0.0006696,1,0.04
0.00067,1,0.04
0.0006703999999999999,1,0.04
0.0006707999999999999,1,0.04
0.0006711999999999999,5,0.2
0.0006716,5,0.2
0.000672,5,0.2
0.0006724,6,0.24
0.0006728,11,0.44
0.0006732,11,0.44
0.0006736,12,0.48
0.000674,13,0.52
0.0006744,16,0.64
0.0006747999999999999,18,0.72
0.0006751999999999999,18,0.72
0.0006755999999999999,19,0.76
0.000676,21,0.84
0.0006764,22,0.88
0.0006768,22,0.88
0.0006772,23,0.92
0.0006776,27,1.08
0.000678,27,1.08
0.0006784,28,1.12
0.0006788,28,1.12
0.0006791999999999999,31,1.24
0.0006795999999999999,31,1.24
0.0006799999999999999,31,1.24
0.0006804,32,1.28
0.0006808,35,1.4
0.0006812,35,1.4
0.0006816,36,1.44
0.000682,36,1.44
0.0006824,39,1.56
0.0006828,39,1.56
0.0006832,39,1.56
0.0006835999999999999,40,1.6
0.0006839999999999999,42,1.68
0.0006843999999999999,43,1.72
0.0006848,43,1.72
0.0006852,43,1.72
0.0006856,46,1.84
0.000686,46,1.84
0.0006864,46,1.84
0.0006868,46,1.84
0.0006872,48,1.92
0.0006876,48,1.92
0.0006879999999999999,49,1.96
0.0006883999999999999,49,1.96
0.0006887999999999999,51,2.04
0.0006892,51,2.04
0.0006896,51,2.04
0.00069,52,2.08
0.0006904,54,2.16
0.0006908,53,2.12
0.0006912,54,2.16
0.0006916,54,2.16
0.000692,56,2.24
0.0006923999999999999,56,2.24
0.0006927999999999999,56,2.24
0.0006931999999999999,56,2.24
0.0006935999999999999,58,2.32
0.000694,58,2.32
0.0006944,58,2.32
0.0006948,59,2.36
0.0006952,60,2.4
0.0006956,60,2.4
0.000696,60,2.4
0.0006964,60,2.4
0.0006967999999999999,62,2.48
0.0006971999999999999,62,2.48
0.0006975999999999999,62,2.48
0.0006979999999999999,62,2.48
0.0006984,63,2.52
0.0006988,63,2.52
0.0006992,63,2.52
0.0006996,63,2.52
0.0007,64,2.56
0.0007004,65,2.6
0.0007008,65,2.6
0.0007012,65,2.6
0.0007015999999999999,66,2.64
0.0007019999999999999,66,2.64
0.0007023999999999999,66,2.64
0.0007028,66,2.64
0.0007032,67,2.68
0.0007036,67,2.68
0.000704,67,2.68
0.0007044,67,2.68
0.0007048,68,2.72
0.0007052,69,2.76
0.0007056,68,2.72
0.0007059999999999999,68,2.72
0.0007063999999999999,69,2.76
0.0007067999999999999,70,2.8
0.0007072,70,2.8
0.0007076,69,2.76
0.000708,70,2.8
0.0007084,70,2.8
0.0007088,70,2.8
0.0007092,70,2.8
0.0007096,71,2.84
0.00071,71,2.84
0.0007103999999999999,71,2.84
0.0007107999999999999,71,2.84
0.0007111999999999999,72,2.88
0.0007116,72,2.88
0.000712,73,2.92
0.0007124,72,2.88
0.0007128,73,2.92
0.0007132,73,2.92
0.0007136,73,2.92
0.000714,73,2.92
0.0007144,74,2.96
0.0007147999999999999,74,2.96
0.0007151999999999999,74,2.96
0.0007155999999999999,74,2.96
0.000716,74,2.96
0.0007164,74,2.96
0.0007168,75,3.0
0.0007172,74,2.96
0.0007176,75,3.0
0.000718,75,3.0
0.0007184,75,3.0
0.0007188,75,3.0
0.0007191999999999999,75,3.0
0.0007195999999999999,76,3.04
0.0007199999999999999,76,3.04
0.0007204,76,3.04
0.0007208,76,3.04
0.0007212,76,3.04
0.0007216,76,3.04
0.000722,76,3.04
0.0007224,76,3.04
0.0007228,77,3.08
0.0007232,77,3.08
0.0007235999999999999,76,3.04
0.0007239999999999999,77,3.08
0.0007243999999999999,77,3.08
0.0007247999999999999,77,3.08
0.0007252,77,3.08
0.0007256,78,3.12
0.000726,77,3.08
0.0007264,77,3.08
0.0007268,77,3.08
0.0007272,78,3.12
0.0007276,78,3.12
0.0007279999999999999,78,3.12
0.0007283999999999999,78,3.12
0.0007287999999999999,78,3.12
0.0007291999999999999,78,3.12
0.0007296,78,3.12
0.00073,78,3.12
0.0007304,78,3.12
0.0007308,78,3.12
0.0007312,78,3.12
0.0007316,78,3.12
0.000732,79,3.16
0.0007323999999999999,78,3.12
0.0007327999999999999,78,3.12
0.0007331999999999999,78,3.12
0.0007335999999999999,79,3.16
0.000734,79,3.16
0.0007344,78,3.12
0.0007348,79,3.16
0.0007352,79,3.16
0.0007356,79,3.16
0.000736,79,3.16
0.0007364,79,3.16
0.0007368,79,3.16
0.0007371999999999999,79,3.16
0.0007375999999999999,79,3.16
0.0007379999999999999,79,3.16
0.0007384,79,3.16
0.0007388,79,3.16
0.0007392,80,3.2
0.0007396,79,3.16
0.00074,80,3.2
0.0007404,80,3.2
0.0007408,80,3.2
0.0007412,79,3.16
0.0007415999999999999,80,3.2
0.0007419999999999999,80,3.2
0.0007423999999999999,80,3.2
0.0007428,79,3.16
0.0007432,80,3.2
0.0007436,80,3.2
0.000744,80,3.2
0.0007444,80,3.2
0.0007448,80,3.2
0.0007452,80,3.2
0.0007456,80,3.2
0.0007459999999999999,80,3.2
0.0007463999999999999,80,3.2
0.0007467999999999999,80,3.2
0.0007472,80,3.2
0.0007476,80,3.2
0.000748,80,3.2
0.0007484,80,3.2
0.0007488,80,3.2
0.0007492,80,3.2
0.0007496,81,3.24
0.00075,80,3.2
0.0007503999999999999,80,3.2
0.0007507999999999999,80,3.2
0.0007511999999999999,81,3.24
0.0007516,81,3.24
0.000752,81,3.24
0.0007524,80,3.2
0.0007528,81,3.24
0.0007532,80,3.2
0.0007536,80,3.2
0.000754,80,3.2
0.0007544,81,3.24
0.0007547999999999999,81,3.24
0.0007551999999999999,81,3.24
0.0007555999999999999,80,3.2
0.0007559999999999999,81,3.24
0.0007564,81,3.24
0.0007568,81,3.24
0.0007572,80,3.2
0.0007576,81,3.24
0.000758,81,3.24
0.0007584,80,3.2
0.0007588,80,3.2
0.0007591999999999999,81,3.24
0.0007595999999999999,81,3.24
0.0007599999999999999,81,3.24
0.0007603999999999999,80,3.2
0.0007608,81,3.24
0.0007612,80,3.2
0.0007616,81,3.24
0.000762,81,3.24
0.0007624,82,3.28
0.0007628,81,3.24
0.0007632,81,3.24
0.0007635999999999999,81,3.24
0.0007639999999999999,81,3.24
0.0007643999999999999,81,3.24
0.0007647999999999999,81,3.24
0.0007652,81,3.24
0.0007656,82,3.28
0.000766,81,3.24
0.0007664,81,3.24
0.0007668,81,3.24
0.0007672,82,3.28
0.0007676,81,3.24
0.000768,81,3.24
0.0007683999999999999,81,3.24
0.0007687999999999999,82,3.28
0.0007691999999999999,80,3.2
0.0007696,79,3.16
0.00077,75,3.0
0.0007704,79,3.16
0.0007708,74,2.96
0.0007712,73,2.92
0.0007716,68,2.72
0.000772,72,2.88
0.0007724,67,2.68
0.0007727999999999999,67,2.68
0.0007731999999999999,63,2.52
0.0007735999999999999,66,2.64
0.000774,62,2.48
0.0007744,62,2.48
0.0007748,58,2.32
0.0007752,61,2.44
0.0007756,57,2.28
0.000776,57,2.28
0.0007764,53,2.12
0.0007768,57,2.28
0.0007771999999999999,52,2.08
0.0007775999999999999,53,2.12
0.0007779999999999999,48,1.92
0.0007784,51,2.04
0.0007788,48,1.92
0.0007792,48,1.92
0.0007796,45,1.8
0.00078,48,1.92
0.0007804,45,1.8
0.0007808,44,1.76
0.0007812,42,1.68
0.0007815999999999999,44,1.76
0.0007819999999999999,42,1.68
0.0007823999999999999,41,1.64
0.0007827999999999999,38,1.52
0.0007832,41,1.64
0.0007836,38,1.52
0.000784,38,1.52
0.0007844,35,1.4
0.0007848,37,1.48
0.0007852,35,1.4
0.0007856,34,1.36
0.0007859999999999999,32,1.28
0.0007863999999999999,34,1.36
0.0007867999999999999,32,1.28
0.0007871999999999999,32,1.28
0.0007876,30,1.2
0.000788,31,1.24
0.0007884,30,1.2
0.0007888,29,1.16
0.0007892,27,1.08
0.0007896,29,1.16
0.00079,28,1.12
0.0007903999999999999,27,1.08
0.0007907999999999999,25,1.0
0.0007911999999999999,27,1.08
0.0007915999999999999,26,1.04
0.000792,25,1.0
0.0007924,23,0.92
0.0007928,25,1.0
0.0007932,23,0.92
0.0007936,23,0.92
0.000794,22,0.88
0.0007944,23,0.92
0.0007947999999999999,22,0.88
0.0007951999999999999,21,0.84
0.0007955999999999999,20,0.8
0.0007959999999999999,21,0.84
0.0007964,20,0.8
0.0007968,20,0.8
0.0007972,18,0.72
0.0007976,19,0.76
0.000798,18,0.72
0.0007984,18,0.72
0.0007988,17,0.68
0.0007991999999999999,18,0.72
0.0007995999999999999,17,0.68
0.0007999999999999999,16,0.64
0.0008003999999999999,16,0.64
0.0008008,17,0.68
0.0008012,16,0.64
0.0008016,15,0.6
0.000802,14,0.56
0.0008024,15,0.6
0.0008028,14,0.56
0.0008032,14,0.56
0.0008036,13,0.52
0.0008039999999999999,14,0.56
0.0008043999999999999,14,0.56
0.0008047999999999999,13,0.52
0.0008052,12,0.48
0.0008056,13,0.52
0.000806,12,0.48
0.0008064,13,0.52
0.0008068,11,0.44
0.0008072,12,0.48
0.0008076,12,0.48
0.000808,11,0.44
0.0008083999999999999,11,0.44
0.0008087999999999999,11,0.44
0.0008091999999999999,10,0.4
0.0008096,10,0.4
0.00081,10,0.4
0.0008104,11,0.44
0.0008108,10,0.4
0.0008112,10,0.4
0.0008116,9,0.36
0.000812,10,0.4
0.0008124,10,0.4
0.0008127999999999999,9,0.36
0.0008131999999999999,8,0.32
0.0008135999999999999,9,0.36
0.0008139999999999999,8,0.32
0.0008144,7,0.28
0.0008148,8,0.32
0.0008152,9,0.36
0.0008156,8,0.32
0.000816,8,0.32
0.0008164,7,0.28
0.0008168,8,0.32
0.0008171999999999999,7,0.28
0.0008175999999999999,7,0.28
0.0008179999999999999,6,0.24
0.0008183999999999999,7,0.28
0.0008188,6,0.24
0.0008192,6,0.24
0.0008196,6,0.24
0.00082,6,0.24
0.0008204,6,0.24
0.0008208,6,0.24
0.0008212,5,0.2
0.0008215999999999999,6,0.24
0.0008219999999999999,6,0.24
0.0008223999999999999,6,0.24
0.0008227999999999999,5,0.2
0.0008232,6,0.24
0.0008236,5,0.2
0.000824,5,0.2
0.0008244,5,0.2
0.0008248,6,0.24
0.0008252,5,0.2
0.0008256,5,0.2
0.0008259999999999999,4,0.16
0.0008263999999999999,5,0.2
0.0008267999999999999,4,0.16
0.0008271999999999999,4,0.16
0.0008276,4,0.16
0.000828,4,0.16
0.0008284,4,0.16
0.0008288,4,0.16
0.0008292,4,0.16
0.0008296,4,0.16
0.00083,4,0.16
0.0008303999999999999,4,0.16
0.0008307999999999999,3,0.12
0.0008311999999999999,4,0.16
0.0008315999999999999,4,0.16
0.000832,3,0.12
0.0008324,3,0.12
0.0008328,3,0.12
0.0008332,4,0.16
0.0008336,3,0.12
0.000834,3,0.12
0.0008344,4,0.16
0.0008347999999999999,3,0.12
0.0008351999999999999,3,0.12
0.0008355999999999999,3,0.12
0.0008359999999999999,3,0.12
0.0008364,3,0.12
0.0008368,3,0.12
0.0008372,3,0.12
0.0008376,3,0.12
0.000838,3,0.12
0.0008384,3,0.12
0.0008388,2,0.08
0.0008392,3,0.12
0.0008395999999999999,2,0.08
0.0008399999999999999,3,0.12
0.0008403999999999999,2,0.08
0.0008408,3,0.12
0.0008412,2,0.08
0.0008416,3,0.12
0.000842,2,0.08
0.0008424,3,0.12
0.0008428,2,0.08
0.0008432,2,0.08
0.0008436,2,0.08
0.0008439999999999999,3,0.12
0.0008443999999999999,2,0.08
0.0008447999999999999,2,0.08
0.0008451999999999999,2,0.08
0.0008456,2,0.08
0.000846,2,0.08
0.0008464,2,0.08
0.0008468,2,0.08
0.0008472,2,0.08
